,activity,end_time,exam_1_exercise_score,exam_2_exercise_score,exercise,idle_time,intermediate_grade,keystroke,mouse_click_left,mouse_click_right,mouse_movement,mouse_wheel,mouse_wheel_click,session_id,start_time,student_id
228,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=19, tm_sec=5, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_4,16,3.25,0,2,0,105,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=19, tm_sec=4, tm_wday=3, tm_yday=345, tm_isdst=-1)",41
229,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=19, tm_sec=11, tm_wday=3, tm_yday=275, tm_isdst=-1)",,2.0,Es_1_1,32,n/a,0,6,0,187,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=19, tm_sec=7, tm_wday=3, tm_yday=275, tm_isdst=-1)",42
230,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=12, tm_wday=3, tm_yday=289, tm_isdst=-1)",,1.0,Es_2_1,78,3.0,0,2,0,51,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=11, tm_wday=3, tm_yday=289, tm_isdst=-1)",42
231,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=2, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",,0.0,Es_3_3,0,2.5,0,1,0,30,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=2, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",42
232,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=15, tm_sec=37, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_4,322009,4.0,0,56,12,2269,25,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=13, tm_min=14, tm_sec=31, tm_wday=3, tm_yday=317, tm_isdst=-1)",42
233,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=19, tm_sec=32, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,0,4.0,0,2,0,13,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=19, tm_sec=32, tm_wday=3, tm_yday=324, tm_isdst=-1)",42
234,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=20, tm_sec=37, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_6,0,1.5,0,0,0,0,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=20, tm_sec=37, tm_wday=3, tm_yday=345, tm_isdst=-1)",42
235,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=13, tm_sec=14, tm_wday=3, tm_yday=275, tm_isdst=-1)",,,Es_1_4,0,n/a,0,2,0,92,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=13, tm_sec=12, tm_wday=3, tm_yday=275, tm_isdst=-1)",43
236,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=52, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_5,10576,4.5,0,4,0,329,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=53, tm_sec=43, tm_wday=3, tm_yday=289, tm_isdst=-1)",43
237,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=54, tm_sec=9, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_3,6306,2.5,0,10,2,792,1,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=53, tm_sec=56, tm_wday=3, tm_yday=296, tm_isdst=-1)",43
238,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=40, tm_sec=22, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,0,4.5,0,1,0,100,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=40, tm_sec=22, tm_wday=3, tm_yday=317, tm_isdst=-1)",43
239,,,,,,,0.0,,,,,,,5,,43
240,,,,,,,0.0,,,,,,,6,,43
241,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=37, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,0,n/a,0,2,0,316,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=37, tm_sec=49, tm_wday=3, tm_yday=275, tm_isdst=-1)",44
242,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=12, tm_min=57, tm_sec=6, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_6,0,5.5,0,4,0,242,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=12, tm_min=57, tm_sec=6, tm_wday=3, tm_yday=289, tm_isdst=-1)",44
243,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=39, tm_sec=26, tm_wday=3, tm_yday=296, tm_isdst=-1)",1.0,1.0,Es_3_1,0,4.0,0,2,0,301,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=39, tm_sec=26, tm_wday=3, tm_yday=296, tm_isdst=-1)",44
244,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=43, tm_sec=17, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,662,4.5,0,10,0,2503,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=43, tm_sec=7, tm_wday=3, tm_yday=317, tm_isdst=-1)",44
245,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=18, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,0,4.0,0,4,0,648,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=55, tm_sec=17, tm_wday=3, tm_yday=324, tm_isdst=-1)",44
246,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=49, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,362,3.0,52,6,2,1310,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=56, tm_sec=41, tm_wday=3, tm_yday=345, tm_isdst=-1)",44
247,,,,,,,0.0,,,,,,,2,,45
248,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=7, tm_sec=26, tm_wday=3, tm_yday=296, tm_isdst=-1)",,1.0,Es_3_1,16,1.0,0,2,0,65,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=7, tm_sec=25, tm_wday=3, tm_yday=296, tm_isdst=-1)",45
249,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=43, tm_sec=34, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.5,0,2,0,18,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=43, tm_sec=34, tm_wday=3, tm_yday=317, tm_isdst=-1)",45
250,Study_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=2, tm_sec=57, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,30,2.5,0,2,0,86,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=2, tm_sec=55, tm_wday=3, tm_yday=324, tm_isdst=-1)",45
251,,,,,,,0.0,,,,,,,6,,45
252,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=37, tm_sec=22, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,0,n/a,0,2,0,0,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=37, tm_sec=22, tm_wday=3, tm_yday=275, tm_isdst=-1)",46
253,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=8, tm_sec=17, tm_wday=3, tm_yday=289, tm_isdst=-1)",1.0,1.0,Es_2_1,45,2.0,0,2,0,77,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=8, tm_sec=14, tm_wday=3, tm_yday=289, tm_isdst=-1)",46
254,,,,,,,0.5,,,,,,,3,,46
255,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=48, tm_sec=20, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,434,4.0,0,6,0,156,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=48, tm_sec=16, tm_wday=3, tm_yday=317, tm_isdst=-1)",46
256,,,,,,,4.0,,,,,,,5,,46
257,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=9, tm_wday=3, tm_yday=345, tm_isdst=-1)",0.0,0.0,Es_6_2,156,1.0,0,4,0,1315,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=7, tm_wday=3, tm_yday=345, tm_isdst=-1)",46
258,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=11, tm_min=5, tm_sec=18, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_4,312,n/a,0,4,0,207,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=11, tm_min=5, tm_sec=16, tm_wday=3, tm_yday=275, tm_isdst=-1)",47
259,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_4,0,4.0,0,0,0,92,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",47
260,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=10, tm_sec=3, tm_wday=3, tm_yday=296, tm_isdst=-1)",,0.0,Es_3_3,374,2.0,0,2,0,196,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=10, tm_sec=1, tm_wday=3, tm_yday=296, tm_isdst=-1)",47
261,Deeds_Es_4_5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=46, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,0,4.0,0,2,0,81,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=46, tm_sec=2, tm_wday=3, tm_yday=317, tm_isdst=-1)",47
262,TextEditor_Es_5_4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=14, tm_min=19, tm_sec=14, tm_wday=3, tm_yday=324, tm_isdst=-1)",,n/a,Es_5_4,0,2.5,0,4,0,593,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=14, tm_min=19, tm_sec=12, tm_wday=3, tm_yday=324, tm_isdst=-1)",47
263,Study_Es_6_3,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=33, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_3,32,0.25,0,5,0,279,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=50, tm_sec=31, tm_wday=3, tm_yday=345, tm_isdst=-1)",47
264,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=9, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,,Es_2_4,2,3.5,0,2,0,192,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=4, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",48
265,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=45, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,,Es_3_3,2,2.5,0,4,0,280,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=57, tm_sec=43, tm_wday=3, tm_yday=296, tm_isdst=-1)",48
266,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=15, tm_sec=27, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_4,0,4.5,0,2,0,81,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=15, tm_sec=26, tm_wday=3, tm_yday=317, tm_isdst=-1)",48
267,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=27, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,16,4.0,0,8,0,520,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=57, tm_sec=23, tm_wday=3, tm_yday=324, tm_isdst=-1)",48
268,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=9, tm_sec=44, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,,Es_6_3,467,2.5,0,2,0,415,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=9, tm_sec=40, tm_wday=3, tm_yday=345, tm_isdst=-1)",48
269,Study_Es_1_4,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=33, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_4,7710,n/a,0,3,0,367,8,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=55, tm_sec=24, tm_wday=3, tm_yday=275, tm_isdst=-1)",49
270,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=55, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_3,0,3.0,0,5,0,27,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=57, tm_sec=55, tm_wday=3, tm_yday=289, tm_isdst=-1)",49
271,Study_Es_3_3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=21, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",,0.0,Es_3_3,0,2.5,0,2,0,35,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=21, tm_sec=44, tm_wday=3, tm_yday=296, tm_isdst=-1)",49
272,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=29, tm_sec=8, tm_wday=3, tm_yday=317, tm_isdst=-1)",,n/a,Es_4_5,16,4.5,0,2,0,116,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=29, tm_sec=7, tm_wday=3, tm_yday=317, tm_isdst=-1)",49
273,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=32, tm_sec=15, tm_wday=3, tm_yday=324, tm_isdst=-1)",,1.5,Es_5_3,0,3.5,0,3,0,166,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=32, tm_sec=14, tm_wday=3, tm_yday=324, tm_isdst=-1)",49
274,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=14, tm_sec=59, tm_wday=3, tm_yday=345, tm_isdst=-1)",,4.0,Es_6_2,0,2.75,0,2,0,35,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=14, tm_sec=59, tm_wday=3, tm_yday=345, tm_isdst=-1)",49
275,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=7, tm_sec=2, tm_wday=3, tm_yday=289, tm_isdst=-1)",,,Es_2_4,0,2.0,0,2,0,122,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=6, tm_sec=59, tm_wday=3, tm_yday=289, tm_isdst=-1)",50
276,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=4, tm_sec=49, tm_wday=3, tm_yday=296, tm_isdst=-1)",,,Es_3_3,16,2.0,0,0,0,25,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=4, tm_sec=48, tm_wday=3, tm_yday=296, tm_isdst=-1)",50
277,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=58, tm_sec=33, tm_wday=3, tm_yday=317, tm_isdst=-1)",,,Es_4_5,19578,4.0,0,2,0,101,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=58, tm_sec=26, tm_wday=3, tm_yday=317, tm_isdst=-1)",50
278,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=21, tm_sec=40, tm_wday=3, tm_yday=324, tm_isdst=-1)",,,Es_5_4,14514,3.5,40,8,0,145,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=13, tm_min=21, tm_sec=26, tm_wday=3, tm_yday=324, tm_isdst=-1)",50
279,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=32, tm_sec=3, tm_wday=3, tm_yday=345, tm_isdst=-1)",,,Es_6_2,156,1.5,0,8,0,279,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=31, tm_sec=59, tm_wday=3, tm_yday=345, tm_isdst=-1)",50
280,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=30, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",n/a,n/a,Es_1_4,69600,n/a,54,58,2,1278,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=29, tm_sec=23, tm_wday=3, tm_yday=275, tm_isdst=-1)",51
281,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=6, tm_wday=3, tm_yday=289, tm_isdst=-1)",n/a,n/a,Es_2_5,30,1.0,0,0,0,84,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=4, tm_wday=3, tm_yday=289, tm_isdst=-1)",51
282,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=58, tm_sec=45, tm_wday=3, tm_yday=296, tm_isdst=-1)",2.0,2.0,Es_3_2,4234,1.0,0,10,8,824,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=58, tm_sec=31, tm_wday=3, tm_yday=296, tm_isdst=-1)",51
283,TextEditor,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=55, tm_sec=50, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,n/a,Es_4_5,125,4.0,0,3,0,46,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=55, tm_sec=49, tm_wday=3, tm_yday=317, tm_isdst=-1)",51
284,Aulaweb,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=39, tm_sec=8, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,n/a,Es_5_4,30,4.0,0,2,0,78,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=39, tm_sec=6, tm_wday=3, tm_yday=324, tm_isdst=-1)",51
285,Blank,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",n/a,n/a,Es_6_3,0,0.5,0,2,0,26,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=13, tm_min=57, tm_sec=17, tm_wday=3, tm_yday=345, tm_isdst=-1)",51
286,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=1, tm_sec=37, tm_wday=3, tm_yday=275, tm_isdst=-1)",,2.0,Es_1_1,344,n/a,0,2,0,114,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=13, tm_min=1, tm_sec=35, tm_wday=3, tm_yday=275, tm_isdst=-1)",52
287,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=58, tm_sec=26, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_5,62,6.0,0,2,0,113,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=58, tm_sec=24, tm_wday=3, tm_yday=289, tm_isdst=-1)",52
288,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=11, tm_min=51, tm_sec=41, tm_wday=3, tm_yday=296, tm_isdst=-1)",,0.0,Es_3_4,109,4.0,0,0,0,19,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=11, tm_min=51, tm_sec=40, tm_wday=3, tm_yday=296, tm_isdst=-1)",52
289,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=26, tm_sec=58, tm_wday=3, tm_yday=317, tm_isdst=-1)",,4.0,Es_4_1,4289,5.0,0,2,0,35,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=11, tm_min=26, tm_sec=55, tm_wday=3, tm_yday=317, tm_isdst=-1)",52
290,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=39, tm_sec=54, tm_wday=3, tm_yday=324, tm_isdst=-1)",,0.0,Es_5_1,15,4.0,0,1,0,136,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=39, tm_sec=53, tm_wday=3, tm_yday=324, tm_isdst=-1)",52
291,Other,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=57, tm_sec=48, tm_wday=3, tm_yday=345, tm_isdst=-1)",,n/a,Es_6_4,0,2.25,0,0,0,0,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=12, tm_min=57, tm_sec=48, tm_wday=3, tm_yday=345, tm_isdst=-1)",52
292,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=21, tm_min=9, tm_sec=19, tm_wday=3, tm_yday=275, tm_isdst=-1)",1.0,,Es_1_1,32590,n/a,0,0,0,0,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=21, tm_min=9, tm_sec=9, tm_wday=3, tm_yday=275, tm_isdst=-1)",53
293,Blank,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=30, tm_wday=3, tm_yday=289, tm_isdst=-1)",1.0,,Es_2_2,93,4.0,0,4,0,124,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=14, tm_min=2, tm_sec=29, tm_wday=3, tm_yday=289, tm_isdst=-1)",53
294,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=17, tm_sec=38, tm_wday=3, tm_yday=296, tm_isdst=-1)",1.0,,Es_3_1,1940,3.0,0,4,0,434,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=14, tm_min=17, tm_sec=32, tm_wday=3, tm_yday=296, tm_isdst=-1)",53
295,Blank,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=55, tm_sec=1, tm_wday=3, tm_yday=317, tm_isdst=-1)",n/a,,Es_4_3,302,4.5,0,13,0,854,0,0,4,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=13, tm_hour=12, tm_min=54, tm_sec=52, tm_wday=3, tm_yday=317, tm_isdst=-1)",53
296,Other,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=32, tm_sec=3, tm_wday=3, tm_yday=324, tm_isdst=-1)",n/a,,Es_5_4,0,3.5,0,2,0,190,0,0,5,"time.struct_time(tm_year=2014, tm_mon=11, tm_mday=20, tm_hour=12, tm_min=32, tm_sec=2, tm_wday=3, tm_yday=324, tm_isdst=-1)",53
297,Study_Es_6_1,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=4, tm_sec=53, tm_wday=3, tm_yday=345, tm_isdst=-1)",12.0,,Es_6_1,0,3.0,0,2,0,66,0,0,6,"time.struct_time(tm_year=2014, tm_mon=12, tm_mday=11, tm_hour=14, tm_min=4, tm_sec=53, tm_wday=3, tm_yday=345, tm_isdst=-1)",53
298,TextEditor,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=51, tm_sec=57, tm_wday=3, tm_yday=275, tm_isdst=-1)",,n/a,Es_1_3,0,n/a,0,2,0,22,0,0,1,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=2, tm_hour=12, tm_min=51, tm_sec=57, tm_wday=3, tm_yday=275, tm_isdst=-1)",54
299,Study_Es_2_6,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=7, tm_wday=3, tm_yday=289, tm_isdst=-1)",,n/a,Es_2_6,282,4.5,0,2,0,119,0,0,2,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=16, tm_hour=13, tm_min=54, tm_sec=5, tm_wday=3, tm_yday=289, tm_isdst=-1)",54
300,Other,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=46, tm_sec=46, tm_wday=3, tm_yday=296, tm_isdst=-1)",,2.0,Es_3_4,1390,3.5,0,2,0,318,0,0,3,"time.struct_time(tm_year=2014, tm_mon=10, tm_mday=23, tm_hour=13, tm_min=46, tm_sec=42, tm_wday=3, tm_yday=296, tm_isdst=-1)",54
